OTUID	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	FullTaxonomy	LeafTaxa	superkingdom	phylum	class	kingdom	order	family	genus	species	subclass	subphylum	tribe	varietas	subfamily	superorder	subtribe	subgenus
c2bfa4c481d2af557894688936f427a2	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	Chlamydomyxa	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Incertae Sedis; Chlamydomyxa; metagenome	Chlamydomyxa	Eukaryota	NA	Synurophyceae	NA	Rhizochloridales	Myxochloridaceae	Chlamydomyxa	NA	NA	NA	NA	NA	NA	NA	NA	NA
a54c5446fe36bc435ac6171ce9984b71	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7fadeb8397dfa95efdcff065a2a3315d	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorodendrales	Scherffelia	Scherffelia dubia	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorodendrales; Scherffelia; Scherffelia dubia	Scherffelia dubia	Eukaryota	Chlorophyta	Chlorodendrophyceae	Viridiplantae	Chlorodendrales	Chlorodendraceae	Scherffelia	Scherffelia dubia	NA	NA	NA	NA	NA	NA	NA	NA
f97948eb1c5f20e765cec3571711b5fb	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	Chlamydomonas	Chlamydomonas splendida	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Chlamydomonas; Chlamydomonas splendida	Chlamydomonas splendida	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas splendida	NA	NA	NA	NA	NA	NA	NA	NA
d7d74e398234406057638389ebf5ba7a	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; uncultured Chlorophyta; uncultured Chlorophyta	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b5b839d458363db68391c575fbedea77	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Caryophyllales	Fallopia	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Caryophyllales; Fallopia; Ambiguous_taxa	Fallopia	Eukaryota	Streptophyta	Magnoliopsida	Viridiplantae	Caryophyllales	Polygonaceae	Fallopia	NA	NA	Streptophytina	Polygoneae	NA	Polygonoideae	NA	NA	NA
4f787bbdc71473e8fddee073af6ad4d1	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	P34.45	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; P34.45; uncultured chrysophyte	P34.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
db4fc453cff495c320d3ac01b1e9ec60	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysocapsales	Chrysocapsa	Chrysocapsa vernalis	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysocapsales; Chrysocapsa; Chrysocapsa vernalis	Chrysocapsa vernalis	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysocapsaceae	Chrysocapsa	Chrysocapsa vernalis	NA	NA	NA	NA	NA	NA	NA	NA
afdcb31f0065f61a51d31421aeff83f6	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Dinobryon	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Dinobryon; Ambiguous_taxa	Dinobryon	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Dinobryaceae	Dinobryon	NA	NA	NA	NA	NA	NA	NA	NA	NA
aa15df7d30aca011838c7eaebb8316de	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7b0381942dde1e588c099f59af7c847b	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	P34.45	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; P34.45; uncultured chrysophyte	P34.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6572fa7201e7a698cf51a1ed855f0e99	Eukaryota	SAR	Stramenopiles	Ochrophyta	Melosirids	Melosira	Melosira varians	Eukaryota; SAR; Stramenopiles; Ochrophyta; Melosirids; Melosira; Melosira varians	Melosira varians	Eukaryota	Bacillariophyta	Coscinodiscophyceae	NA	Melosirales	Melosiraceae	Melosira	Melosira varians	Coscinodiscophycidae	NA	NA	NA	NA	NA	NA	NA
686a6298a37480d7bbc231c4fc997853	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chrysochaete	Chrysochaete britannica	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chrysochaete; Chrysochaete britannica	Chrysochaete britannica	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysocapsaceae	Chrysochaete	Chrysochaete britannica	NA	NA	NA	NA	NA	NA	NA	NA
037746245ec25f5d23fce29d5f602817	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; uncultured eukaryote; uncultured eukaryote; uncultured eukaryote	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6b558ce4ac4977f49ce8d3a65b20f310	Eukaryota	SAR	Stramenopiles	Ochrophyta	Fragilariales	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Fragilariales; Ambiguous_taxa; Ambiguous_taxa	Fragilariales	Eukaryota	Bacillariophyta	Fragilariophyceae	NA	Fragilariales	NA	NA	NA	Fragilariophycidae	NA	NA	NA	NA	NA	NA	NA
bc3e2ed1f407c1363ab83c0cfb707fa5	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Charophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c0ed753d2b15988bbb0c3ae624e2f9f1	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b9e775e0303e6d7d9b1b583c90f427c5	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Ochromonas	Ochromonas villosa	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Ochromonas; Ochromonas villosa	Ochromonas villosa	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chromulinaceae	Ochromonas	Ochromonas villosa	NA	NA	NA	NA	NA	NA	NA	NA
3857371ed13b0660aa6362b88472ec95	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4f1e097d563759da3404f063e1ccffb5	Eukaryota	SAR	Stramenopiles	Ochrophyta	Hibberdiales	Chromophyton	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Hibberdiales; Chromophyton; Ambiguous_taxa	Chromophyton	Eukaryota	NA	Chrysophyceae	NA	Hibberdiales	Hibberdiaceae	Chromophyton	NA	NA	NA	NA	NA	NA	NA	NA	NA
45567208978a786ed28ef845d47fb1b1	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eab33c518ba454792d041972f8cf59c0	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7f03e8834034672d97dc2e9d1b44d3f3	Eukaryota	SAR	Stramenopiles	Ochrophyta	Eustigmatales	Pseudellipsoidion	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Eustigmatales; Pseudellipsoidion; Ambiguous_taxa	Pseudellipsoidion	Eukaryota	NA	Eustigmatophyceae	NA	Eustigmatales	NA	Pseudellipsoidion	NA	NA	NA	NA	NA	NA	NA	NA	NA
553e6ba64a47a4465e9f25db197bb639	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Pinnularia	Pinnunavis sp. 118	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Pinnularia; Pinnunavis sp. 118	Pinnunavis sp. 118	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Pinnunavis	Pinnunavis sp. 118	NA	NA	NA	NA	NA	NA	NA	NA
2e5bae3097274800dfe0844815f4f410	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophytina	Bacillariophyceae	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophytina; Bacillariophyceae; uncultured marine eukaryote	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b183a33e37ece85405a3da94dfc30afd	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	Lobochlamys	Lobochlamys culleus	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Lobochlamys; Lobochlamys culleus	Lobochlamys culleus	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Chlamydomonadaceae	Lobochlamys	Lobochlamys culleus	NA	NA	NA	NA	NA	NA	NA	NA
1ae04bb03dcb7fef86b315519ee3b8a6	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7a45cdc9e33d3d20753676585cb751c9	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
04b8a91b2243588683906ec5c8d7010a	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22debcc7f20b6d73d1a01ecdf45ba53c	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81f69b63b051dd43b15a05e551145f02	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Polytrichales	Dawsonia	Dawsonia superba var. pulchra	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Polytrichales; Dawsonia; Dawsonia superba var. pulchra	Dawsonia superba var. pulchra	Eukaryota	Streptophyta	Polytrichopsida	Viridiplantae	Polytrichales	Polytrichaceae	Dawsonia	Dawsonia superba	NA	Streptophytina	NA	Dawsonia superba var. pulchra	NA	NA	NA	NA
4d64c1e926bc58c0db9bf8a0757c2e66	Eukaryota	SAR	Stramenopiles	Ochrophyta	Synurales	Mallomonas	Mallomonas annulata	Eukaryota; SAR; Stramenopiles; Ochrophyta; Synurales; Mallomonas; Mallomonas annulata	Mallomonas annulata	Eukaryota	NA	Synurophyceae	NA	Synurales	Mallomonadaceae	Mallomonas	Mallomonas annulata	NA	NA	NA	NA	NA	NA	NA	NA
0f9b0ab54db70b6e4f079c32bcec6f32	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Phragmoplastophyta	Zygnematophyceae	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Phragmoplastophyta; Zygnematophyceae; Ambiguous_taxa	Zygnematophyceae	Eukaryota	Streptophyta	Zygnemophyceae	Viridiplantae	NA	NA	NA	NA	NA	Streptophytina	NA	NA	NA	NA	NA	NA
2f9fedcc98ee0f1277d205a251c0ef79	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Oedogoniales	Oedogonium	Oedogonium cylindrosporum	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Oedogoniales; Oedogonium; Oedogonium cylindrosporum	Oedogonium cylindrosporum	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Oedogoniales	Oedogoniaceae	Oedogonium	Oedogonium cylindrosporum	NA	NA	NA	NA	NA	NA	NA	NA
9722a28924268982b451d884cb4e48d6	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Nephroselmidales	Nephroselmis	Nephroselmis olivacea	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Nephroselmidales; Nephroselmis; Nephroselmis olivacea	Nephroselmis olivacea	Eukaryota	Chlorophyta	Nephroselmidophyceae	Viridiplantae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	Nephroselmis olivacea	NA	NA	NA	NA	NA	NA	NA	NA
83ecd6648b8ecfd73b21b2ba902c58a3	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Sphaeropleales	Dictyococcus	Chlorophyceae sp. VPL4-4	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Sphaeropleales; Dictyococcus; Chlorophyceae sp. VPL4-4	Chlorophyceae sp. VPL4-4	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	Chlorophyceae sp. VPL4-4	NA	NA	NA	NA	NA	NA	NA	NA
e34e92186abe7dcc48c80d6c506c1c27	Eukaryota	SAR	Stramenopiles	Ochrophyta	NA	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; uncultured eukaryote; uncultured eukaryote; uncultured eukaryote	Ochrophyta	NA	Ochrophyta	NA	Chromista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90e384f5aeb94fd18033ca4c6d3cbf50	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262b04edae38719de4cf3f05089539c1	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	Chromulinales	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; Chromulinales; eukaryotic picoplankton environmental sample	Chromulinales	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
e735803394f248b7765fb103c9006e6a	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chromulina	Chromulina nebulosa	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chromulina; Chromulina nebulosa	Chromulina nebulosa	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chromulinaceae	Chromulina	Chromulina nebulosa	NA	NA	NA	NA	NA	NA	NA	NA
54236601f0bf7eb871c592bb9fe0bcaf	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23f157795af38afb89679dd5d0fdfec7	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Paraphysomonas	Spumella-like flagellate JBNZ40	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Paraphysomonas; Spumella-like flagellate JBNZ40	Spumella-like flagellate JBNZ40	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	Spumella-like flagellate JBNZ40	NA	NA	NA	NA	NA	NA	NA	NA
893f8526cf718b4b4a569696819671a1	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; metagenome	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f7659921a479ca2b0d38451a523ce01d	Eukaryota	SAR	Stramenopiles	Ochrophyta	Synurales	Mallomonas	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Synurales; Mallomonas; Ambiguous_taxa	Mallomonas	Eukaryota	NA	Synurophyceae	NA	Synurales	Mallomonadaceae	Mallomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
4d0696aeccb9fcaa33b2244b78e83566	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Paraphysomonas	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Paraphysomonas; Ambiguous_taxa	Paraphysomonas	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Paraphysomonadaceae	Paraphysomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
264a73d07391bcc936c8c54b0d3c1950	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; Ambiguous_taxa	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3c9d9cacfaa69027c67f82f9b25e7ece	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; Ambiguous_taxa; Ambiguous_taxa	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ea55da8ee33a2e7fd43417f9264b3e5c	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Trebouxiophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Trebouxiophyceae; Ambiguous_taxa; Ambiguous_taxa	Trebouxiophyceae	Eukaryota	Chlorophyta	Trebouxiophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c2ac4bc3406ce244539006d92bc45936	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Charophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3b8fc2272ff8a0821fb951f367481d90	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Sphaeropleales	Mychonastes	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Sphaeropleales; Mychonastes; Ambiguous_taxa	Mychonastes	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Sphaeropleales	Mychonastaceae	Mychonastes	NA	NA	NA	NA	NA	NA	NA	NA	NA
326dd08e85c397b3e8f78b226734352b	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Ambiguous_taxa; Ambiguous_taxa	Chlamydomonadales	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
309798a77aa5593fd8dd1f12ed768e4a	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Gomphonema	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Gomphonema; Ambiguous_taxa	Gomphonema	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cymbellales	Gomphonemataceae	Gomphonema	NA	NA	NA	NA	NA	NA	NA	NA	NA
b69c0acddf0b7e4f2a764135d664fbe9	Eukaryota	SAR	Stramenopiles	Ochrophyta	Synurales	Mallomonas	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Synurales; Mallomonas; Ambiguous_taxa	Mallomonas	Eukaryota	NA	Synurophyceae	NA	Synurales	Mallomonadaceae	Mallomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
ffd0af0c11174b7b0a51d8f64d00bce5	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Gomphonema	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Gomphonema; Ambiguous_taxa	Gomphonema	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cymbellales	Gomphonemataceae	Gomphonema	NA	NA	NA	NA	NA	NA	NA	NA	NA
92408e6ccb510edbac879a783f43bd10	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Spermatophyta	Magnoliophyta	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Spermatophyta; Magnoliophyta; Phaseoleae environmental sample	Magnoliophyta	Eukaryota	Streptophyta	Magnoliopsida	Viridiplantae	NA	NA	NA	NA	NA	Streptophytina	NA	NA	NA	NA	NA	NA
dc253587224fb571563ba0b44adeb303	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Cymbella	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Cymbella; Ambiguous_taxa	Cymbella	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cymbellales	Cymbellaceae	Cymbella	NA	NA	NA	NA	NA	NA	NA	NA	NA
98a389d473211eea0d0dbd09e54e32bc	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
de35de95bef4ed0d52df589ec0d491df	Eukaryota	SAR	Stramenopiles	Ochrophyta	Vaucheriales	Vaucheria	Vaucheria bursata	Eukaryota; SAR; Stramenopiles; Ochrophyta; Vaucheriales; Vaucheria; Vaucheria bursata	Vaucheria bursata	Eukaryota	NA	Xanthophyceae	NA	Vaucheriales	Vaucheriaceae	Vaucheria	Vaucheria bursata	NA	NA	NA	NA	NA	NA	NA	NA
eb9206fa91e7255928bf38c0251ab166	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Desmidiales	Closterium	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Desmidiales; Closterium; Ambiguous_taxa	Closterium	Eukaryota	Streptophyta	Zygnemophyceae	Viridiplantae	Desmidiales	Closteriaceae	Closterium	NA	Zygnematophycidae	Streptophytina	NA	NA	NA	NA	NA	NA
79dccd28f32af8041c82da1c9c6006a3	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Ochromonas	Ochromonas villosa	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Ochromonas; Ochromonas villosa	Ochromonas villosa	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chromulinaceae	Ochromonas	Ochromonas villosa	NA	NA	NA	NA	NA	NA	NA	NA
f0c9615e2d725b6717ade7f48d5e5d7c	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Oikomonas	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Oikomonas; Ambiguous_taxa	Oikomonas	Eukaryota	NA	NA	NA	NA	Oikomonadaceae	Oikomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
5c017fe6edf7c052dff7be7f9fac2229	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; Ambiguous_taxa; Ambiguous_taxa	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f40878c06014aff56ee08575481c95e0	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Phragmoplastophyta	Zygnematophyceae	NA	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Phragmoplastophyta; Zygnematophyceae; Ambiguous_taxa	Zygnematophyceae	Eukaryota	Streptophyta	Zygnemophyceae	Viridiplantae	NA	NA	NA	NA	NA	Streptophytina	NA	NA	NA	NA	NA	NA
52274e51f8c8147c94f87d375e9f4ab9	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysosphaerales	Chrysosphaera	Chrysosphaera parvula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysosphaerales; Chrysosphaera; Chrysosphaera parvula	Chrysosphaera parvula	Eukaryota	NA	Chrysophyceae	NA	Chrysosphaerales	Chrysosphaeraceae	Chrysosphaera	Chrysosphaera parvula	NA	NA	NA	NA	NA	NA	NA	NA
a83611a6af5885b410b05a02a7ce228c	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2d0caf87c1c839f90c4a36a1b43f7d89	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Trebouxiophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Trebouxiophyceae; Ambiguous_taxa; Ambiguous_taxa	Trebouxiophyceae	Eukaryota	Chlorophyta	Trebouxiophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
